SMILES,LogD,log_KSOL,log_HLM CLint,log_MLM CLint,log_Caco-2 Permeability Papp A>B,log_Caco-2 Permeability Efflux,log_MPPB,log_MBPB,log_MGMB,log_MDR1 Efflux_fang,log_KSOL_fang,log_HPPM_fang,log_RPPB_fang,log_RLM CLint_fang,LogD_az,logD7.4,log_Papp,log_kobs,pIC50_CYP3A4,pIC50_CYP2C9,pIC50_CYP2D6
CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)Cc1c[nH]c2ccccc12)C(C)C)NC(=O)[C@@H]1CCCC[C@H]1N,,,,,,,,,,,,,,,,,,-2.187,4.601,4.631,4.66
CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)Cc1c[nH]c2ccccc12)C(C)C)NC(=O)[C@@H]1CNCC[C@H]1N,,,,,,,,,,,,,,,,,,-2.223,4.623,4.645,4.664
CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)Cc1ccccc1)C(C)C)NC(=O)[C@@H]1CCCC[C@H]1N,,,,,,,,,,,,,,,,,,-2.198,4.605,4.636,4.663
CC(C)C[C@@H](CC(=O)N[C@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(=O)O)CC(=O)O)Cc1ccccc1)C(C)C)NC(=O)[C@@H]1CNCC[C@H]1N,,,,,,,,,,,,,,,,,,-2.233,4.626,4.648,4.667
CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,,,,,,,,,,,,,,2.8,,,,,,
CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,,,2.003417445,,,,,,,0.7983468,1.230704314,,,2.709698107,,,,,,,
CC(C)C[C@@H](N)C(=O)Nc1ccc2ccccc2c1,,,,,,,,,,,,,,,,,,-1.665,5.155,4.715,4.935
CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,,,,,,,,,,,,,,,,,,-2.396,4.671,4.7,4.67
CC(C)C[C@@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1,,,,,,,,,,,,,,,,,,-1.63,5.081,4.738,4.648
CC(C)C[C@@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,4.2,,,,,
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(F)cc1F,,,,,,,,,,,,,,,,,,-1.804,5.286,4.719,4.731
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(Br)s1,,,,,,,,,,,,,,,,,,-1.761,5.631,4.793,4.762
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(C(F)(F)F)o1,,,,,,,,,,,,,,,,,,-1.982,5.303,4.778,4.742
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(F)cc1F,,,,,,,,,,,,,,,,,,-1.814,5.41,4.74,4.73
CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC1=O,,,,,,,,,,,,,,,,,-7.698970004,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.110698297,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.774690718,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-6.443697499,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-6.853871964,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C(=O)CNC1=O,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC1=O,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-7.045757491,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C(=O)CNC1=O,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC1=O,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-5.769551079,,,,
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.982966661,,,,
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-6.431798276,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.225483034,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,,,,,,,,,,,,,,,,,-6.443697499,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.844663963,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-7.0,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-6.229147988,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.106238238,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,,,,,,,,,,,,,,,,,-5.910094889,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-5.966576245,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OCOC1=O,,,,,,,,,,,,,,,,,-6.520712684,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OCOC1=O,,,,,,,,,,,,,,,,,-6.333950262,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-6.568636236,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,,-7.0,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,,-6.769551079,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,,-6.958607315,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,,-6.337242168,,,,
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,,,,,,,,,,,,,,,,,-7.397940009,,,,
CC(C)C[C@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@@H](O)C(=O)NO,,,1.742921423,,,,,,,,,,,2.776868188,,,,,,,
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,,,,,,,,,,,,,,,,,,-1.948,5.25,4.697,4.707
CC(C)C[C@H](CO)Nc1nc(S(=O)(=O)Cc2ccccc2)nc2nc(O)sc12,,,,,,,,,,,,,,,,,-6.0,,,,
CC(C)C[C@H](CO)Nc1nc(S(=O)Cc2ccccc2)nc2nc(O)sc12,,,,,,,,,,,,,,,,,-6.0,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12,,,,,,,,,,,,,,,3.9,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,,,,,,,,,,,,,,,4.2,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,,,,,,,,,,,,,,,4.2,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,,,,,,,,,,,,,,,4.5,,,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccn2)nc2nc(N)sc12,,,,,,,,,,,,,,,,,-5.795880017,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccncc2)nc2nc(N)sc12,,,,,,,,,,,,,,,2.9,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2cc(Cl)ccn2)nc2nc(N)sc12,,,,,,,,,,,,,,,,,-6.0,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,,,,,,,,,,,,,,,4.3,,,,,,
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,,,1.604539237,,,,,,,,,,,2.517313366,,,,,,,
CC(C)C[C@H](N)C(=O)O,,,,,,,,,,,,,,,,,,-2.29,4.789,4.78,4.809
CC(C)C[C@H](N)CSSC[C@@H](N)CC(C)C,,,,,,,,,,,,,,,,,,-1.898,4.678,4.602,5.055
CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,,,,,,,,,,,,,,,1.11,,,,,,
CC(C)C[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,,,,,,,,,,,,,,,,,,-1.399,5.439,4.7,4.948
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,,,,,,,,,,,,,,,,,-6.400116928,,,,
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,,,,,,,,,,,,,,,,,-5.576754126,,,,
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(N)=O)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,,,,,,,,,,,,,,,,,-5.63638802,,,,
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCC(N)=O)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,,,,,,,,,,,,,,,,,-5.790484985,,,,
CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc1cn(C)c2ccccc12)C(=O)N[C@H](Cc1ccccn1)C(=O)O,,,,,,,,,,,,,,,,,,-1.996,4.685,4.656,4.674
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,,,,,,,,,,,,,,,0.08,,,,,,
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,,,,,,,,,,,,,,,3.4,,,,,,
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H]1CCNC(=N)N1)C(=O)N[C@H](C=O)Cc1ccccc1,,,,,,,,,,,,,,,,,,-2.19,4.713,4.698,4.715
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,,,,,,,,,,,,,,,,,,-2.274,4.654,4.666,4.676
CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](N)Cc1ccccc1)C(=O)O,,,,,,,,,,,,,,,,,,-2.188,4.648,4.652,4.689
CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCNC(=N)N,,,,,,,,,,,,,,,,,,-2.277,4.702,4.684,4.705
CC(C)C[C@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1,,,,,,,,,,,,,,,,,,-1.631,5.019,4.765,4.653
CC(C)C[C@H](NCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,,,,,,,,,,,,,,,,,-5.698970004,,,,
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,,,,,,,,,,,,,,,3.24,,,,,,
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.198,5.909,4.812,4.885
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.242,6.031,4.821,4.93
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.182,5.978,4.822,4.905
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.912,4.754,4.645,4.648
CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.169,6.028,4.802,4.879
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,,,,,,,,,,,,,,-1.235,6.056,4.814,4.927
CC(C)C[C@H]1C(=O)NCC(=O)N(C)[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N1C,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@H]1C(=O)NCC(=O)N(C)[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@H]1C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)N1C,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@H]1C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,,,,,,,,,,,,,,,,,-7.522878745,,,,
CC(C)C[C@H]1NC(=O)[C@@H](CC2CCCCC2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,,,,,,,,,,,,,,,,,-6.4699998,,,,
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,,,,,,,,,,,,,,,,,-6.200659451,,,,
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OCOC1=O,,,,,,,,,,,,,,,,,-6.34920696,,,,
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OCOC1=O,,,,,,,,,,,,,,,,,-6.30980392,,,,
CC(C)Cc1cc(CN2CCN(S(=O)(=O)N3CCOCC3)CC2)n[nH]1,,,1.331690426,,,,,,,1.367228309,,,,2.453306106,,,,,,,
CC(C)Cc1cc(O)c(-c2ccccc2)c(=O)[nH]1,,,,,,,,,,,,,,,,,,-2.202,4.715,4.842,4.684
CC(C)Cc1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1,,,0.880813592,,,,,,,,,,,1.230448921,,,,,,,
CC(C)Cc1ccc(-n2ccnc2)c(NC(=O)c2cnc(-c3ccccc3)s2)c1,,,,,,,,,,,,,,,,,,-2.233,5.753,5.535,5.376
CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,,,,,,,,,,,,,,,0.78,,,,,,
CC(C)Cc1ccc(C(C)C(=O)O)cc1,,,,,,,,,,,,,,,,0.88,-4.3767509,,,,
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,,,,,,,,,,,,,,,0.51,,,,,,
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,,,,,,,,,,,,,,,,1.44,,,,,
CC(C)Cc1ccc([C@H](C)C(=O)NS(C)(=O)=O)cc1,,,,,,,,,,,,,,,0.56,,,,,,
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,,,,,,,,,,,,,,,,,,-2.438,4.674,4.751,4.737
CC(C)Cc1ccccc1CNCc1ccc2[nH]cnc2c1,,,1.746400644,,,,,,,0.860477934,,,,2.883857249,,,,,,,
CC(C)Cc1n[nH]c(-c2ccc(N3CCN(C)CC3)cc2)n1,,,0.675686709,,,,,,,0.526275964,,,,2.373252312,,,,,,,
CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,,,2.436576064,,,,,,,0.260888582,,,,3.310521897,,,,,,,
CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(O)O)o1,,,0.675686709,,,,,,,-0.371574385,1.8409212,,,1.027920136,,,,,,,
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,3.0,,,,,,
CC(C)Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCCC1,,,0.856003454,,,,,,,0.548936262,1.797059695,,,1.449786847,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,,,,,,,,,,,,,,,,,,-2.134,4.62,4.619,4.651
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,,,,,,,,,,,,,,,4.3,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,,,,,,,,,,,,,,,4.1,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,2.9,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,3.18,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,3.53,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,3.46,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,3.8,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,4.07,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,,,,,,,,,,,,,,,2.35,,,-1.471,5.21,4.775,4.727
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,,,,,,,,,,,,,,,1.71,,,-1.734,4.836,4.707,4.711
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,,,,,,,,,,,,,,,1.98,,,-1.873,4.907,4.728,4.716
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,,,,,,,,,,,,,,2.74,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,,,,,,,,,,,,,,,1.95,,,-1.832,4.954,4.744,4.723
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,,,,,,,,,,,,,,,1.65,,,-1.835,4.904,4.733,4.717
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,,,,,,,,,,,,,,,1.74,,,-1.872,5.392,4.732,4.742
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,,,,,,,,,,,,,,,2.87,,,-1.798,5.131,4.838,4.727
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@@H](O)[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,,,,,,,,,,,,,,,1.18,,,,,,
